     Bruto   AliqINSS   Val.INSS  Base I.R.     AliqIR     Val.IR    Liquido
   5390.00         14     564.20    4825.80      27.50     431.10    4394.70
   5390.00         14     564.20    4825.80      27.50     431.10    4394.70
   5390.00         14     564.20    4825.80      27.50     431.10    4394.70
   5391.00         14     564.34    4826.66      27.50     431.33    4395.33
   5392.00         14     564.48    4827.52      27.50     431.57    4395.95
   5392.00         14     564.48    4827.52      27.50     431.57    4395.95
   5392.00         14     564.48    4827.52      27.50     431.57    4395.95
   5394.00         14     564.76    4829.24      27.50     432.04    4397.20
   5394.00         14     564.76    4829.24      27.50     432.04    4397.20
   5399.00         14     565.46    4833.54      27.50     433.22    4400.32
   5399.00         14     565.46    4833.54      27.50     433.22    4400.32
   5400.00         14     565.60    4834.40      27.50     433.46    4400.94
   5401.00         14     565.74    4835.26      27.50     433.70    4401.56
   5403.00         14     566.02    4836.98      27.50     434.17    4402.81
   5404.00         14     566.16    4837.84      27.50     434.41    4403.43
   5404.00         14     566.16    4837.84      27.50     434.41    4403.43
   5405.00         14     566.30    4838.70      27.50     434.64    4404.06
   5406.00         14     566.44    4839.56      27.50     434.88    4404.68
   5407.00         14     566.58    4840.42      27.50     435.12    4405.30
   5409.00         14     566.86    4842.14      27.50     435.59    4406.55
   5410.00         14     567.00    4843.00      27.50     435.83    4407.17
   5412.00         14     567.28    4844.72      27.50     436.30    4408.42
   5414.00         14     567.56    4846.44      27.50     436.77    4409.67
   5414.00         14     567.56    4846.44      27.50     436.77    4409.67
   5416.00         14     567.84    4848.16      27.50     437.24    4410.92
   5416.00         14     567.84    4848.16      27.50     437.24    4410.92
   5417.00         14     567.98    4849.02      27.50     437.48    4411.54
   5418.00         14     568.12    4849.88      27.50     437.72    4412.16
   5418.00         14     568.12    4849.88      27.50     437.72    4412.16
   5420.00         14     568.40    4851.60      27.50     438.19    4413.41
   5421.00         14     568.54    4852.46      27.50     438.43    4414.03
   5423.00         14     568.82    4854.18      27.50     438.90    4415.28
   5425.00         14     569.10    4855.90      27.50     439.37    4416.53
   5425.00         14     569.10    4855.90      27.50     439.37    4416.53
   5426.00         14     569.24    4856.76      27.50     439.61    4417.15
   5428.00         14     569.52    4858.48      27.50     440.08    4418.40
   5428.00         14     569.52    4858.48      27.50     440.08    4418.40
   5429.00         14     569.66    4859.34      27.50     440.32    4419.02
   5432.00         14     570.08    4861.92      27.50     441.03    4420.89
   5433.00         14     570.22    4862.78      27.50     441.26    4421.52
   5434.00         14     570.36    4863.64      27.50     441.50    4422.14
   5434.00         14     570.36    4863.64      27.50     441.50    4422.14
   5434.00         14     570.36    4863.64      27.50     441.50    4422.14
   5435.00         14     570.50    4864.50      27.50     441.74    4422.76
   5437.00         14     570.78    4866.22      27.50     442.21    4424.01
   5438.00         14     570.92    4867.08      27.50     442.45    4424.63
   5439.00         14     571.06    4867.94      27.50     442.68    4425.26
   5439.00         14     571.06    4867.94      27.50     442.68    4425.26
   5442.00         14     571.48    4870.52      27.50     443.39    4427.13
   5442.00         14     571.48    4870.52      27.50     443.39    4427.13
   5444.00         14     571.76    4872.24      27.50     443.87    4428.37
   5447.00         14     572.18    4874.82      27.50     444.58    4430.24
   5448.00         14     572.32    4875.68      27.50     444.81    4430.87
   5448.00         14     572.32    4875.68      27.50     444.81    4430.87
   5448.00         14     572.32    4875.68      27.50     444.81    4430.87
   5448.00         14     572.32    4875.68      27.50     444.81    4430.87
   5450.00         14     572.60    4877.40      27.50     445.29    4432.11
   5451.00         14     572.74    4878.26      27.50     445.52    4432.74
   5451.00         14     572.74    4878.26      27.50     445.52    4432.74
   5452.00         14     572.88    4879.12      27.50     445.76    4433.36
   5455.00         14     573.30    4881.70      27.50     446.47    4435.23
   5455.00         14     573.30    4881.70      27.50     446.47    4435.23
   5456.00         14     573.44    4882.56      27.50     446.70    4435.86
   5456.00         14     573.44    4882.56      27.50     446.70    4435.86
   5457.00         14     573.58    4883.42      27.50     446.94    4436.48
   5458.00         14     573.72    4884.28      27.50     447.18    4437.10
   5458.00         14     573.72    4884.28      27.50     447.18    4437.10
   5458.00         14     573.72    4884.28      27.50     447.18    4437.10
   5460.00         14     574.00    4886.00      27.50     447.65    4438.35
   5463.00         14     574.42    4888.58      27.50     448.36    4440.22
   5463.00         14     574.42    4888.58      27.50     448.36    4440.22
   5463.00         14     574.42    4888.58      27.50     448.36    4440.22
   5464.00         14     574.56    4889.44      27.50     448.60    4440.84
   5464.00         14     574.56    4889.44      27.50     448.60    4440.84
   5464.00         14     574.56    4889.44      27.50     448.60    4440.84
   5465.00         14     574.70    4890.30      27.50     448.83    4441.47
   5465.00         14     574.70    4890.30      27.50     448.83    4441.47
   5465.00         14     574.70    4890.30      27.50     448.83    4441.47
   5466.00         14     574.84    4891.16      27.50     449.07    4442.09
   5466.00         14     574.84    4891.16      27.50     449.07    4442.09
   5468.00         14     575.12    4892.88      27.50     449.54    4443.34
   5469.00         14     575.26    4893.74      27.50     449.78    4443.96
   5469.00         14     575.26    4893.74      27.50     449.78    4443.96
   5470.00         14     575.40    4894.60      27.50     450.02    4444.58
   5472.00         14     575.68    4896.32      27.50     450.49    4445.83
   5472.00         14     575.68    4896.32      27.50     450.49    4445.83
   5473.00         14     575.82    4897.18      27.50     450.72    4446.46
   5475.00         14     576.10    4898.90      27.50     451.20    4447.70
   5478.00         14     576.52    4901.48      27.50     451.91    4449.57
   5480.00         14     576.80    4903.20      27.50     452.38    4450.82
   5481.00         14     576.94    4904.06      27.50     452.62    4451.44
   5481.00         14     576.94    4904.06      27.50     452.62    4451.44
   5482.00         14     577.08    4904.92      27.50     452.85    4452.07
   5482.00         14     577.08    4904.92      27.50     452.85    4452.07
   5484.00         14     577.36    4906.64      27.50     453.33    4453.31
   5484.00         14     577.36    4906.64      27.50     453.33    4453.31
   5484.00         14     577.36    4906.64      27.50     453.33    4453.31
   5485.00         14     577.50    4907.50      27.50     453.56    4453.94
   5486.00         14     577.64    4908.36      27.50     453.80    4454.56
   5486.00         14     577.64    4908.36      27.50     453.80    4454.56
   5487.00         14     577.78    4909.22      27.50     454.04    4455.18
   5488.00         14     577.92    4910.08      27.50     454.27    4455.81
   5489.00         14     578.06    4910.94      27.50     454.51    4456.43
   5490.00         14     578.20    4911.80      27.50     454.75    4457.05
   5490.00         14     578.20    4911.80      27.50     454.75    4457.05
   5491.00         14     578.34    4912.66      27.50     454.98    4457.68
   5492.00         14     578.48    4913.52      27.50     455.22    4458.30
   5493.00         14     578.62    4914.38      27.50     455.45    4458.93
   5493.00         14     578.62    4914.38      27.50     455.45    4458.93
   5494.00         14     578.76    4915.24      27.50     455.69    4459.55
   5494.00         14     578.76    4915.24      27.50     455.69    4459.55
   5494.00         14     578.76    4915.24      27.50     455.69    4459.55
   5494.00         14     578.76    4915.24      27.50     455.69    4459.55
   5495.00         14     578.90    4916.10      27.50     455.93    4460.17
   5496.00         14     579.04    4916.96      27.50     456.16    4460.80
   5497.00         14     579.18    4917.82      27.50     456.40    4461.42
   5499.00         14     579.46    4919.54      27.50     456.87    4462.67
   5499.00         14     579.46    4919.54      27.50     456.87    4462.67
   5500.00         14     579.60    4920.40      27.50     457.11    4463.29
   5500.00         14     579.60    4920.40      27.50     457.11    4463.29
   5501.00         14     579.74    4921.26      27.50     457.35    4463.91
   5501.00         14     579.74    4921.26      27.50     457.35    4463.91
   5501.00         14     579.74    4921.26      27.50     457.35    4463.91
   5501.00         14     579.74    4921.26      27.50     457.35    4463.91
   5501.00         14     579.74    4921.26      27.50     457.35    4463.91
   5502.00         14     579.88    4922.12      27.50     457.58    4464.54
   5503.00         14     580.02    4922.98      27.50     457.82    4465.16
   5503.00         14     580.02    4922.98      27.50     457.82    4465.16
   5506.00         14     580.44    4925.56      27.50     458.53    4467.03
   5506.00         14     580.44    4925.56      27.50     458.53    4467.03
   5507.00         14     580.58    4926.42      27.50     458.77    4467.65
   5507.00         14     580.58    4926.42      27.50     458.77    4467.65
   5508.00         14     580.72    4927.28      27.50     459.00    4468.28
   5509.00         14     580.86    4928.14      27.50     459.24    4468.90
   5510.00         14     581.00    4929.00      27.50     459.48    4469.52
   5510.00         14     581.00    4929.00      27.50     459.48    4469.52
   5510.00         14     581.00    4929.00      27.50     459.48    4469.52
   5511.00         14     581.14    4929.86      27.50     459.71    4470.15
   5511.00         14     581.14    4929.86      27.50     459.71    4470.15
   5512.00         14     581.28    4930.72      27.50     459.95    4470.77
   5513.00         14     581.42    4931.58      27.50     460.18    4471.40
   5515.00         14     581.70    4933.30      27.50     460.66    4472.64
   5517.00         14     581.98    4935.02      27.50     461.13    4473.89
   5517.00         14     581.98    4935.02      27.50     461.13    4473.89
   5518.00         14     582.12    4935.88      27.50     461.37    4474.51
   5522.00         14     582.68    4939.32      27.50     462.31    4477.01
   5525.00         14     583.10    4941.90      27.50     463.02    4478.88
   5526.00         14     583.24    4942.76      27.50     463.26    4479.50
   5526.00         14     583.24    4942.76      27.50     463.26    4479.50
   5527.00         14     583.38    4943.62      27.50     463.50    4480.12
   5533.00         14     584.22    4948.78      27.50     464.91    4483.87
   5534.00         14     584.36    4949.64      27.50     465.15    4484.49
   5535.00         14     584.50    4950.50      27.50     465.39    4485.11
   5535.00         14     584.50    4950.50      27.50     465.39    4485.11
   5537.00         14     584.78    4952.22      27.50     465.86    4486.36
   5537.00         14     584.78    4952.22      27.50     465.86    4486.36
   5537.00         14     584.78    4952.22      27.50     465.86    4486.36
   5538.00         14     584.92    4953.08      27.50     466.10    4486.98
   5539.00         14     585.06    4953.94      27.50     466.33    4487.61
   5540.00         14     585.20    4954.80      27.50     466.57    4488.23
   5540.00         14     585.20    4954.80      27.50     466.57    4488.23
   5542.00         14     585.48    4956.52      27.50     467.04    4489.48
   5543.00         14     585.62    4957.38      27.50     467.28    4490.10
   5544.00         14     585.76    4958.24      27.50     467.52    4490.72
   5544.00         14     585.76    4958.24      27.50     467.52    4490.72
   5545.00         14     585.90    4959.10      27.50     467.75    4491.35
   5545.00         14     585.90    4959.10      27.50     467.75    4491.35
   5545.00         14     585.90    4959.10      27.50     467.75    4491.35
   5546.00         14     586.04    4959.96      27.50     467.99    4491.97
   5546.00         14     586.04    4959.96      27.50     467.99    4491.97
   5546.00         14     586.04    4959.96      27.50     467.99    4491.97
   5546.00         14     586.04    4959.96      27.50     467.99    4491.97
   5547.00         14     586.18    4960.82      27.50     468.23    4492.59
   5549.00         14     586.46    4962.54      27.50     468.70    4493.84
   5550.00         14     586.60    4963.40      27.50     468.93    4494.47
   5550.00         14     586.60    4963.40      27.50     468.93    4494.47
   5550.00         14     586.60    4963.40      27.50     468.93    4494.47
   5551.00         14     586.74    4964.26      27.50     469.17    4495.09
   5551.00         14     586.74    4964.26      27.50     469.17    4495.09
   5551.00         14     586.74    4964.26      27.50     469.17    4495.09
   5552.00         14     586.88    4965.12      27.50     469.41    4495.71
   5552.00         14     586.88    4965.12      27.50     469.41    4495.71
   5558.00         14     587.72    4970.28      27.50     470.83    4499.45
   5559.00         14     587.86    4971.14      27.50     471.06    4500.08
   5560.00         14     588.00    4972.00      27.50     471.30    4500.70
   5561.00         14     588.14    4972.86      27.50     471.54    4501.32
   5562.00         14     588.28    4973.72      27.50     471.77    4501.95
   5562.00         14     588.28    4973.72      27.50     471.77    4501.95
   5563.00         14     588.42    4974.58      27.50     472.01    4502.57
   5563.00         14     588.42    4974.58      27.50     472.01    4502.57
   5564.00         14     588.56    4975.44      27.50     472.25    4503.19
   5565.00         14     588.70    4976.30      27.50     472.48    4503.82
   5565.00         14     588.70    4976.30      27.50     472.48    4503.82
   5565.00         14     588.70    4976.30      27.50     472.48    4503.82
   5565.00         14     588.70    4976.30      27.50     472.48    4503.82
   5566.00         14     588.84    4977.16      27.50     472.72    4504.44
   5566.00         14     588.84    4977.16      27.50     472.72    4504.44
   5567.00         14     588.98    4978.02      27.50     472.96    4505.06
   5568.00         14     589.12    4978.88      27.50     473.19    4505.69
   5570.00         14     589.40    4980.60      27.50     473.67    4506.93
   5571.00         14     589.54    4981.46      27.50     473.90    4507.56
   5572.00         14     589.68    4982.32      27.50     474.14    4508.18
   5573.00         14     589.82    4983.18      27.50     474.37    4508.81
   5573.00         14     589.82    4983.18      27.50     474.37    4508.81
   5574.00         14     589.96    4984.04      27.50     474.61    4509.43
   5574.00         14     589.96    4984.04      27.50     474.61    4509.43
   5576.00         14     590.24    4985.76      27.50     475.08    4510.68
   5576.00         14     590.24    4985.76      27.50     475.08    4510.68
   5577.00         14     590.38    4986.62      27.50     475.32    4511.30
   5577.00         14     590.38    4986.62      27.50     475.32    4511.30
   5579.00         14     590.66    4988.34      27.50     475.79    4512.55
   5580.00         14     590.80    4989.20      27.50     476.03    4513.17
   5581.00         14     590.94    4990.06      27.50     476.27    4513.79
   5581.00         14     590.94    4990.06      27.50     476.27    4513.79
   5581.00         14     590.94    4990.06      27.50     476.27    4513.79
   5582.00         14     591.08    4990.92      27.50     476.50    4514.42
   5582.00         14     591.08    4990.92      27.50     476.50    4514.42
   5582.00         14     591.08    4990.92      27.50     476.50    4514.42
   5583.00         14     591.22    4991.78      27.50     476.74    4515.04
   5583.00         14     591.22    4991.78      27.50     476.74    4515.04
   5583.00         14     591.22    4991.78      27.50     476.74    4515.04
   5586.00         14     591.64    4994.36      27.50     477.45    4516.91
   5588.00         14     591.92    4996.08      27.50     477.92    4518.16
   5589.00         14     592.06    4996.94      27.50     478.16    4518.78
   5594.00         14     592.76    5001.24      27.50     479.34    4521.90
   5594.00         14     592.76    5001.24      27.50     479.34    4521.90
   5595.00         14     592.90    5002.10      27.50     479.58    4522.52
   5595.00         14     592.90    5002.10      27.50     479.58    4522.52
   5595.00         14     592.90    5002.10      27.50     479.58    4522.52
   5596.00         14     593.04    5002.96      27.50     479.81    4523.15
   5596.00         14     593.04    5002.96      27.50     479.81    4523.15
   5598.00         14     593.32    5004.68      27.50     480.29    4524.39
   5598.00         14     593.32    5004.68      27.50     480.29    4524.39
   5599.00         14     593.46    5005.54      27.50     480.52    4525.02
   5601.00         14     593.74    5007.26      27.50     481.00    4526.26
   5602.00         14     593.88    5008.12      27.50     481.23    4526.89
   5603.00         14     594.02    5008.98      27.50     481.47    4527.51
   5605.00         14     594.30    5010.70      27.50     481.94    4528.76
   5606.00         14     594.44    5011.56      27.50     482.18    4529.38
   5607.00         14     594.58    5012.42      27.50     482.42    4530.00
   5607.00         14     594.58    5012.42      27.50     482.42    4530.00
   5607.00         14     594.58    5012.42      27.50     482.42    4530.00
   5608.00         14     594.72    5013.28      27.50     482.65    4530.63
   5608.00         14     594.72    5013.28      27.50     482.65    4530.63
   5608.00         14     594.72    5013.28      27.50     482.65    4530.63
   5608.00         14     594.72    5013.28      27.50     482.65    4530.63
   5610.00         14     595.00    5015.00      27.50     483.12    4531.88
   5611.00         14     595.14    5015.86      27.50     483.36    4532.50
   5612.00         14     595.28    5016.72      27.50     483.60    4533.12
   5613.00         14     595.42    5017.58      27.50     483.83    4533.75
   5614.00         14     595.56    5018.44      27.50     484.07    4534.37
   5616.00         14     595.84    5020.16      27.50     484.54    4535.62
   5616.00         14     595.84    5020.16      27.50     484.54    4535.62
   5618.00         14     596.12    5021.88      27.50     485.02    4536.86
   5618.00         14     596.12    5021.88      27.50     485.02    4536.86
   5619.00         14     596.26    5022.74      27.50     485.25    4537.49
   5619.00         14     596.26    5022.74      27.50     485.25    4537.49
   5621.00         14     596.54    5024.46      27.50     485.73    4538.73
   5622.00         14     596.68    5025.32      27.50     485.96    4539.36
   5623.00         14     596.82    5026.18      27.50     486.20    4539.98
   5624.00         14     596.96    5027.04      27.50     486.44    4540.60
   5625.00         14     597.10    5027.90      27.50     486.67    4541.23
   5625.00         14     597.10    5027.90      27.50     486.67    4541.23
   5628.00         14     597.52    5030.48      27.50     487.38    4543.10
   5630.00         14     597.80    5032.20      27.50     487.86    4544.34
   5631.00         14     597.94    5033.06      27.50     488.09    4544.97
   5631.00         14     597.94    5033.06      27.50     488.09    4544.97
   5631.00         14     597.94    5033.06      27.50     488.09    4544.97
   5632.00         14     598.08    5033.92      27.50     488.33    4545.59
   5633.00         14     598.22    5034.78      27.50     488.56    4546.22
   5635.00         14     598.50    5036.50      27.50     489.04    4547.46
   5635.00         14     598.50    5036.50      27.50     489.04    4547.46
   5635.00         14     598.50    5036.50      27.50     489.04    4547.46
   5637.00         14     598.78    5038.22      27.50     489.51    4548.71
   5639.00         14     599.06    5039.94      27.50     489.98    4549.96
   5639.00         14     599.06    5039.94      27.50     489.98    4549.96
   5639.00         14     599.06    5039.94      27.50     489.98    4549.96
   5642.00         14     599.48    5042.52      27.50     490.69    4551.83
   5642.00         14     599.48    5042.52      27.50     490.69    4551.83
   5643.00         14     599.62    5043.38      27.50     490.93    4552.45
   5644.00         14     599.76    5044.24      27.50     491.17    4553.07
   5646.00         14     600.04    5045.96      27.50     491.64    4554.32
   5647.00         14     600.18    5046.82      27.50     491.88    4554.94
   5649.00         14     600.46    5048.54      27.50     492.35    4556.19
   5649.00         14     600.46    5048.54      27.50     492.35    4556.19
   5651.00         14     600.74    5050.26      27.50     492.82    4557.44
   5651.00         14     600.74    5050.26      27.50     492.82    4557.44
   5651.00         14     600.74    5050.26      27.50     492.82    4557.44
   5653.00         14     601.02    5051.98      27.50     493.29    4558.69
   5653.00         14     601.02    5051.98      27.50     493.29    4558.69
   5654.00         14     601.16    5052.84      27.50     493.53    4559.31
   5656.00         14     601.44    5054.56      27.50     494.00    4560.56
   5657.00         14     601.58    5055.42      27.50     494.24    4561.18
   5659.00         14     601.86    5057.14      27.50     494.71    4562.43
   5659.00         14     601.86    5057.14      27.50     494.71    4562.43
   5660.00         14     602.00    5058.00      27.50     494.95    4563.05
   5660.00         14     602.00    5058.00      27.50     494.95    4563.05
   5661.00         14     602.14    5058.86      27.50     495.19    4563.67
   5662.00         14     602.28    5059.72      27.50     495.42    4564.30
   5662.00         14     602.28    5059.72      27.50     495.42    4564.30
   5664.00         14     602.56    5061.44      27.50     495.90    4565.54
   5664.00         14     602.56    5061.44      27.50     495.90    4565.54
   5664.00         14     602.56    5061.44      27.50     495.90    4565.54
   5668.00         14     603.12    5064.88      27.50     496.84    4568.04
   5669.00         14     603.26    5065.74      27.50     497.08    4568.66
   5669.00         14     603.26    5065.74      27.50     497.08    4568.66
   5670.00         14     603.40    5066.60      27.50     497.32    4569.28
   5670.00         14     603.40    5066.60      27.50     497.32    4569.28
   5671.00         14     603.54    5067.46      27.50     497.55    4569.91
   5673.00         14     603.82    5069.18      27.50     498.02    4571.16
   5674.00         14     603.96    5070.04      27.50     498.26    4571.78
   5675.00         14     604.10    5070.90      27.50     498.50    4572.40
   5675.00         14     604.10    5070.90      27.50     498.50    4572.40
   5676.00         14     604.24    5071.76      27.50     498.73    4573.03
   5677.00         14     604.38    5072.62      27.50     498.97    4573.65
   5678.00         14     604.52    5073.48      27.50     499.21    4574.27
   5679.00         14     604.66    5074.34      27.50     499.44    4574.90
   5679.00         14     604.66    5074.34      27.50     499.44    4574.90
   5680.00         14     604.80    5075.20      27.50     499.68    4575.52
   5680.00         14     604.80    5075.20      27.50     499.68    4575.52
   5680.00         14     604.80    5075.20      27.50     499.68    4575.52
   5682.00         14     605.08    5076.92      27.50     500.15    4576.77
   5682.00         14     605.08    5076.92      27.50     500.15    4576.77
   5683.00         14     605.22    5077.78      27.50     500.39    4577.39
   5684.00         14     605.36    5078.64      27.50     500.63    4578.01
   5684.00         14     605.36    5078.64      27.50     500.63    4578.01
   5684.00         14     605.36    5078.64      27.50     500.63    4578.01
   5684.00         14     605.36    5078.64      27.50     500.63    4578.01
   5685.00         14     605.50    5079.50      27.50     500.86    4578.64
   5686.00         14     605.64    5080.36      27.50     501.10    4579.26
   5687.00         14     605.78    5081.22      27.50     501.34    4579.88
   5687.00         14     605.78    5081.22      27.50     501.34    4579.88
   5687.00         14     605.78    5081.22      27.50     501.34    4579.88
   5688.00         14     605.92    5082.08      27.50     501.57    4580.51
   5688.00         14     605.92    5082.08      27.50     501.57    4580.51
   5688.00         14     605.92    5082.08      27.50     501.57    4580.51
   5691.00         14     606.34    5084.66      27.50     502.28    4582.38
   5692.00         14     606.48    5085.52      27.50     502.52    4583.00
   5693.00         14     606.62    5086.38      27.50     502.75    4583.63
   5694.00         14     606.76    5087.24      27.50     502.99    4584.25
   5694.00         14     606.76    5087.24      27.50     502.99    4584.25
   5696.00         14     607.04    5088.96      27.50     503.46    4585.50
   5696.00         14     607.04    5088.96      27.50     503.46    4585.50
   5696.00         14     607.04    5088.96      27.50     503.46    4585.50
   5697.00         14     607.18    5089.82      27.50     503.70    4586.12
   5697.00         14     607.18    5089.82      27.50     503.70    4586.12
   5699.00         14     607.46    5091.54      27.50     504.17    4587.37
   5700.00         14     607.60    5092.40      27.50     504.41    4587.99
   5700.00         14     607.60    5092.40      27.50     504.41    4587.99
   5701.00         14     607.74    5093.26      27.50     504.65    4588.61
   5701.00         14     607.74    5093.26      27.50     504.65    4588.61
   5706.00         14     608.44    5097.56      27.50     505.83    4591.73
   5708.00         14     608.72    5099.28      27.50     506.30    4592.98
   5708.00         14     608.72    5099.28      27.50     506.30    4592.98
   5708.00         14     608.72    5099.28      27.50     506.30    4592.98
   5708.00         14     608.72    5099.28      27.50     506.30    4592.98
   5711.00         14     609.14    5101.86      27.50     507.01    4594.85
   5711.00         14     609.14    5101.86      27.50     507.01    4594.85
   5712.00         14     609.28    5102.72      27.50     507.25    4595.47
   5712.00         14     609.28    5102.72      27.50     507.25    4595.47
   5717.00         14     609.98    5107.02      27.50     508.43    4598.59
   5718.00         14     610.12    5107.88      27.50     508.67    4599.21
   5718.00         14     610.12    5107.88      27.50     508.67    4599.21
   5719.00         14     610.26    5108.74      27.50     508.90    4599.84
   5720.00         14     610.40    5109.60      27.50     509.14    4600.46
   5720.00         14     610.40    5109.60      27.50     509.14    4600.46
   5721.00         14     610.54    5110.46      27.50     509.38    4601.08
   5722.00         14     610.68    5111.32      27.50     509.61    4601.71
   5722.00         14     610.68    5111.32      27.50     509.61    4601.71
   5722.00         14     610.68    5111.32      27.50     509.61    4601.71
   5722.00         14     610.68    5111.32      27.50     509.61    4601.71
   5723.00         14     610.82    5112.18      27.50     509.85    4602.33
   5723.00         14     610.82    5112.18      27.50     509.85    4602.33
   5724.00         14     610.96    5113.04      27.50     510.09    4602.95
   5724.00         14     610.96    5113.04      27.50     510.09    4602.95
   5724.00         14     610.96    5113.04      27.50     510.09    4602.95
   5725.00         14     611.10    5113.90      27.50     510.32    4603.58
   5725.00         14     611.10    5113.90      27.50     510.32    4603.58
   5726.00         14     611.24    5114.76      27.50     510.56    4604.20
   5726.00         14     611.24    5114.76      27.50     510.56    4604.20
   5727.00         14     611.38    5115.62      27.50     510.80    4604.82
   5728.00         14     611.52    5116.48      27.50     511.03    4605.45
   5729.00         14     611.66    5117.34      27.50     511.27    4606.07
   5729.00         14     611.66    5117.34      27.50     511.27    4606.07
   5731.00         14     611.94    5119.06      27.50     511.74    4607.32
   5731.00         14     611.94    5119.06      27.50     511.74    4607.32
   5731.00         14     611.94    5119.06      27.50     511.74    4607.32
   5732.00         14     612.08    5119.92      27.50     511.98    4607.94
   5734.00         14     612.36    5121.64      27.50     512.45    4609.19
   5735.00         14     612.50    5122.50      27.50     512.69    4609.81
   5737.00         14     612.78    5124.22      27.50     513.16    4611.06
   5738.00         14     612.92    5125.08      27.50     513.40    4611.68
   5738.00         14     612.92    5125.08      27.50     513.40    4611.68
   5740.00         14     613.20    5126.80      27.50     513.87    4612.93
   5740.00         14     613.20    5126.80      27.50     513.87    4612.93
   5740.00         14     613.20    5126.80      27.50     513.87    4612.93
   5741.00         14     613.34    5127.66      27.50     514.11    4613.55
   5741.00         14     613.34    5127.66      27.50     514.11    4613.55
   5741.00         14     613.34    5127.66      27.50     514.11    4613.55
   5742.00         14     613.48    5128.52      27.50     514.34    4614.18
   5742.00         14     613.48    5128.52      27.50     514.34    4614.18
   5743.00         14     613.62    5129.38      27.50     514.58    4614.80
   5744.00         14     613.76    5130.24      27.50     514.82    4615.42
   5745.00         14     613.90    5131.10      27.50     515.05    4616.05
   5747.00         14     614.18    5132.82      27.50     515.53    4617.29
   5749.00         14     614.46    5134.54      27.50     516.00    4618.54
   5751.00         14     614.74    5136.26      27.50     516.47    4619.79
   5752.00         14     614.88    5137.12      27.50     516.71    4620.41
   5753.00         14     615.02    5137.98      27.50     516.94    4621.04
   5754.00         14     615.16    5138.84      27.50     517.18    4621.66
   5754.00         14     615.16    5138.84      27.50     517.18    4621.66
   5755.00         14     615.30    5139.70      27.50     517.42    4622.28
   5764.00         14     616.56    5147.44      27.50     519.55    4627.89
   5764.00         14     616.56    5147.44      27.50     519.55    4627.89
   5765.00         14     616.70    5148.30      27.50     519.78    4628.52
   5767.00         14     616.98    5150.02      27.50     520.26    4629.76
   5767.00         14     616.98    5150.02      27.50     520.26    4629.76
   5768.00         14     617.12    5150.88      27.50     520.49    4630.39
   5768.00         14     617.12    5150.88      27.50     520.49    4630.39
   5769.00         14     617.26    5151.74      27.50     520.73    4631.01
   5770.00         14     617.40    5152.60      27.50     520.97    4631.63
   5770.00         14     617.40    5152.60      27.50     520.97    4631.63
   5770.00         14     617.40    5152.60      27.50     520.97    4631.63
   5771.00         14     617.54    5153.46      27.50     521.20    4632.26
   5772.00         14     617.68    5154.32      27.50     521.44    4632.88
   5773.00         14     617.82    5155.18      27.50     521.67    4633.51
   5774.00         14     617.96    5156.04      27.50     521.91    4634.13
   5774.00         14     617.96    5156.04      27.50     521.91    4634.13
   5774.00         14     617.96    5156.04      27.50     521.91    4634.13
   5774.00         14     617.96    5156.04      27.50     521.91    4634.13
   5775.00         14     618.10    5156.90      27.50     522.15    4634.75
   5775.00         14     618.10    5156.90      27.50     522.15    4634.75
   5776.00         14     618.24    5157.76      27.50     522.38    4635.38
   5776.00         14     618.24    5157.76      27.50     522.38    4635.38
   5779.00         14     618.66    5160.34      27.50     523.09    4637.25
   5779.00         14     618.66    5160.34      27.50     523.09    4637.25
   5780.00         14     618.80    5161.20      27.50     523.33    4637.87
   5781.00         14     618.94    5162.06      27.50     523.57    4638.49
   5781.00         14     618.94    5162.06      27.50     523.57    4638.49
   5781.00         14     618.94    5162.06      27.50     523.57    4638.49
   5782.00         14     619.08    5162.92      27.50     523.80    4639.12
   5782.00         14     619.08    5162.92      27.50     523.80    4639.12
   5783.00         14     619.22    5163.78      27.50     524.04    4639.74
   5785.00         14     619.50    5165.50      27.50     524.51    4640.99
   5785.00         14     619.50    5165.50      27.50     524.51    4640.99
   5785.00         14     619.50    5165.50      27.50     524.51    4640.99
   5786.00         14     619.64    5166.36      27.50     524.75    4641.61
   5787.00         14     619.78    5167.22      27.50     524.99    4642.23
   5787.00         14     619.78    5167.22      27.50     524.99    4642.23
   5788.00         14     619.92    5168.08      27.50     525.22    4642.86
   5788.00         14     619.92    5168.08      27.50     525.22    4642.86
   5789.00         14     620.06    5168.94      27.50     525.46    4643.48
   5790.00         14     620.20    5169.80      27.50     525.70    4644.10
   5790.00         14     620.20    5169.80      27.50     525.70    4644.10
   5791.00         14     620.34    5170.66      27.50     525.93    4644.73
   5792.00         14     620.48    5171.52      27.50     526.17    4645.35
   5792.00         14     620.48    5171.52      27.50     526.17    4645.35
   5792.00         14     620.48    5171.52      27.50     526.17    4645.35
   5794.00         14     620.76    5173.24      27.50     526.64    4646.60
   5794.00         14     620.76    5173.24      27.50     526.64    4646.60
   5796.00         14     621.04    5174.96      27.50     527.11    4647.85
   5796.00         14     621.04    5174.96      27.50     527.11    4647.85
   5796.00         14     621.04    5174.96      27.50     527.11    4647.85
   5796.00         14     621.04    5174.96      27.50     527.11    4647.85
   5798.00         14     621.32    5176.68      27.50     527.59    4649.09
